Rank,Channel,Mean_Importance,Std_Importance,Min_Importance,Max_Importance
1,Channel 48,0.24405226,1.1293656,0.0,25.180038
2,Channel 26,0.22628644,0.84207475,0.0,23.736929
3,Channel 42,0.17453319,0.635993,0.0,19.386003
4,Channel 37,0.1694168,0.61215496,0.0,24.582123
5,Channel 6,0.15413392,0.71625096,0.0,18.496569
6,Channel 35,0.1540627,0.48726222,0.0,20.213129
7,Channel 33,0.14778474,0.5831046,0.0,19.165356
8,Channel 25,0.14414,0.6742738,0.0,14.410163
9,Channel 32,0.13058293,0.46516714,0.0,17.012434
10,Channel 38,0.12606728,0.49766186,0.0,19.28725
11,Channel 14,0.12549525,0.5182975,0.0,15.633043
12,Channel 45,0.12020252,0.4875809,0.0,21.004751
13,Channel 15,0.113680705,0.4750363,0.0,14.452271
14,Channel 16,0.113308385,0.55746996,0.0,14.175945
15,Channel 31,0.1114345,0.39858636,0.0,15.313802
16,Channel 49,0.10548075,0.48830846,0.0,14.187724
17,Channel 39,0.0997943,0.37738782,0.0,14.232214
18,Channel 53,0.09871487,0.38289008,0.0,16.642841
19,Channel 13,0.09150594,0.41961446,0.0,11.06474
20,Channel 9,0.09095564,0.29702193,0.0,11.6787615
21,Channel 28,0.090433836,0.38966352,0.0,12.391459
22,Channel 23,0.086840756,0.3946079,0.0,14.056089
23,Channel 19,0.08610238,0.44453007,0.0,10.539119
24,Channel 46,0.08557531,0.2803683,0.0,10.33593
25,Channel 17,0.08385989,0.31369948,0.0,11.272415
26,Channel 30,0.08307353,0.3349947,0.0,10.929251
27,Channel 57,0.08206035,0.34568074,0.0,10.096462
28,Channel 8,0.079706185,0.31023517,0.0,12.439625
29,Channel 11,0.07914386,0.399842,0.0,9.295545
30,Channel 36,0.078293435,0.25817695,0.0,10.039967
31,Channel 51,0.07702061,0.31241956,0.0,11.491975
32,Channel 5,0.07701093,0.2968362,0.0,8.744465
33,Channel 41,0.076935776,0.44055173,0.0,9.669655
34,Channel 22,0.07645937,0.28255567,0.0,10.375227
35,Channel 24,0.076047465,0.26837048,0.0,11.293801
36,Channel 4,0.0759062,0.33820385,0.0,7.6716685
37,Channel 20,0.07364379,0.26787537,0.0,10.441721
38,Channel 10,0.07012309,0.2659075,0.0,8.554889
39,Channel 18,0.06979459,0.28036973,0.0,11.058273
40,Channel 58,0.06891933,0.4032681,0.0,8.494249
41,Channel 56,0.06881407,0.25693202,0.0,7.920977
42,Channel 52,0.06838406,0.25519368,0.0,9.982901
43,Channel 50,0.06726536,0.21731016,0.0,7.3933234
44,Channel 60,0.06679244,0.24726887,0.0,8.421953
45,Channel 43,0.064615875,0.30105263,0.0,6.04045
46,Channel 29,0.06293432,0.21587494,0.0,8.468242
47,Channel 34,0.06195412,0.22915922,0.0,9.680602
48,Channel 7,0.058804635,0.22873123,0.0,9.750331
49,Channel 2,0.058293294,0.22812814,0.0,6.8771214
50,Channel 40,0.058059983,0.21106534,0.0,8.110084
51,Channel 21,0.057800934,0.22330062,0.0,9.47593
52,Channel 55,0.0576091,0.20702071,0.0,7.3383603
53,Channel 59,0.05521295,0.18962324,0.0,7.6971645
54,Channel 47,0.052111737,0.21329951,0.0,7.1825438
55,Channel 1,0.051416688,0.2395377,0.0,6.622491
56,Channel 27,0.05048319,0.17003657,0.0,6.0237174
57,Channel 54,0.05045301,0.1789366,0.0,7.2366724
58,Channel 3,0.04750153,0.17394021,0.0,6.666188
59,Channel 44,0.046531618,0.18676983,0.0,7.210173
60,Channel 12,0.04343347,0.17663859,0.0,7.3042603
