experiment_name,model_type,target_type,mae,rmse,r2,mae_normalized,training_time,evaluation_time,active_mae,active_rmse,active_r2,active_num_samples,passive_mae,passive_rmse,passive_r2,passive_num_samples
age_regression_resnet50_4s,age_regression_resnet50,age,2.0666935443878174,2.713124473165739,0.3977946639060974,0.12254190444946289,14443.250507116318,286.4522912502289,2.0456156730651855,2.6939224860602207,0.42936569452285767,20949,2.0705935955047607,2.7166624275907743,0.3910985589027405,113222
