experiment_name,model_type,target_type,combined_accuracy,precision_weighted,recall_weighted,f1_weighted,training_time,evaluation_time,active_accuracy,passive_accuracy
age_resnet50_4s,age_resnet50,age,0.5306586371123417,0.5550535437219205,0.5306586371123417,0.48439577034065273,17409.721514940262,281.26724123954773,0.5349658694925772,0.5298616876578757
